Node_ID,Date,Rainfall_mm,Rainfall_Intensity_mm_hr,Soil_Type,Land_Slope_%,Fertilizer_N_kg_acre,Fertilizer_P_kg_acre,Pesticide_Conc_mg_L,Days_Since_Application,Runoff_Volume_m3,Reservoir_Volume_m3,Nitrate_mg_L,Phosphate_mg_L,Turbidity_NTU,pH,DO_mg_L,BOD_mg_L,COD_mg_L,Toxicity_Index,Toxicity_Class
V2,2026-03-27,159.7,9.72,Loamy,2.96,100.7,41.5,0.294,8,10953.14,412146.35,72.79,9.54,30.4,6.96,3.98,2.36,31.33,64.84,Moderate
V2,2026-10-11,174.29,27.44,Clay,1.93,105.32,68.69,0.875,9,12732.97,520866.87,73.12,6.89,27.01,7.65,6.79,4.3,26.74,60.58,Moderate
V3,2026-03-07,125.61,22.33,Sandy,4.08,86.96,61.52,0.948,5,27666.06,680565.34,33.0,9.77,20.86,7.63,6.21,1.72,38.28,33.24,Low
V2,2026-06-19,106.3,43.96,Sandy,5.51,104.26,60.35,0.567,5,13471.08,403529.53,76.67,7.55,24.93,7.83,7.62,14.95,49.12,79.91,High
V3,2026-02-14,40.27,26.42,Loamy,3.67,157.32,49.72,0.417,3,10750.27,576365.71,11.74,4.46,12.11,6.6,6.91,11.31,11.15,3.79,Safe
V1,2026-03-03,21.99,9.99,Clay,1.38,155.58,69.79,0.311,5,8409.85,550418.94,36.38,7.17,31.01,7.9,3.9,2.22,58.47,47.85,Low
V3,2026-05-14,32.35,33.55,Clay,5.2,106.79,46.73,0.145,8,27795.47,662015.25,72.71,6.87,7.74,6.3,7.0,1.28,50.49,63.39,Moderate
V3,2026-10-11,53.2,39.69,Clay,7.32,125.67,47.6,0.342,5,7150.6,425200.51,29.22,10.06,18.98,6.16,6.21,11.07,47.56,40.04,Low
V4,2026-01-28,74.92,5.13,Loamy,3.68,152.77,58.43,0.689,4,17520.12,604457.81,29.12,11.8,61.01,6.86,6.34,7.15,48.02,51.84,Moderate
V3,2026-04-18,82.37,43.65,Clay,2.51,80.49,51.45,0.58,8,19221.76,604032.91,31.18,5.52,29.41,7.66,7.16,12.02,29.45,33.83,Low
V3,2026-02-13,75.8,13.37,Sandy,4.1,144.85,49.9,0.95,7,24996.48,600724.01,52.86,9.4,55.12,6.95,5.87,13.93,47.58,71.13,Moderate
V1,2026-12-06,55.42,29.84,Clay,1.34,155.87,65.81,0.457,6,23265.07,682700.35,40.68,2.1,58.77,7.66,5.33,9.39,29.34,47.1,Low
V4,2026-10-13,106.85,23.71,Loamy,6.74,87.31,66.04,0.724,5,28943.06,646926.26,60.87,9.55,48.59,7.46,6.18,3.62,54.94,72.34,Moderate
V5,2026-11-27,166.8,37.38,Clay,6.78,92.92,72.98,0.54,5,4432.05,412591.82,72.64,5.09,76.9,6.42,4.49,11.95,18.86,76.4,High
V1,2026-05-08,63.14,21.7,Clay,5.12,156.86,56.71,0.561,2,12486.1,541324.86,57.19,1.43,6.61,7.9,3.91,14.38,24.62,44.64,Low
V1,2026-12-14,189.05,44.14,Sandy,3.47,123.0,42.92,0.341,4,11964.29,519385.92,24.31,5.0,60.4,6.12,6.08,9.12,37.57,40.12,Low
V5,2026-08-19,175.93,37.87,Clay,6.6,81.14,50.95,0.509,8,7672.54,493044.17,75.29,7.72,76.91,7.8,4.17,10.55,25.96,82.64,High
V3,2026-07-09,40.74,34.15,Sandy,4.88,100.61,79.2,0.524,8,12253.7,535401.02,28.51,2.31,69.67,6.61,3.4,5.72,31.21,40.35,Low
V2,2026-08-13,159.39,40.83,Sandy,6.78,116.0,63.85,0.736,1,12912.49,515258.26,20.49,11.16,17.59,7.0,3.0,6.34,34.62,25.53,Low
V4,2026-10-10,119.17,38.93,Loamy,5.42,135.43,68.39,0.947,2,19700.3,529700.17,16.3,1.85,29.51,6.84,6.04,11.29,52.82,30.81,Low
V2,2026-05-01,117.65,6.62,Sandy,6.49,138.65,40.29,0.396,5,24238.54,693778.56,49.44,11.23,17.93,6.34,4.81,13.99,36.16,53.09,Moderate
V5,2026-04-26,84.3,22.76,Sandy,5.19,159.63,60.73,0.138,9,15195.22,426589.89,17.96,8.78,50.1,6.72,6.76,9.81,28.12,30.14,Low
V1,2026-08-21,105.22,46.89,Loamy,3.9,103.0,41.5,0.547,7,26023.05,676669.26,19.71,4.63,58.41,6.39,4.88,12.06,22.39,30.82,Low
V1,2026-09-16,85.46,10.66,Sandy,7.71,123.06,62.77,0.59,5,13757.29,544071.01,31.0,5.3,28.78,6.41,5.43,3.4,30.43,28.99,Low
V4,2026-12-25,112.55,38.17,Loamy,4.79,122.67,76.83,0.252,1,12289.08,587122.67,29.72,9.15,45.46,6.37,5.04,3.97,35.79,38.55,Low
V1,2026-07-17,129.31,48.86,Clay,5.24,112.45,78.74,0.784,6,20318.02,649054.89,52.3,7.62,56.82,6.98,6.25,8.45,47.31,66.46,Moderate
V1,2026-05-17,138.12,7.35,Loamy,2.54,93.53,61.62,0.986,8,3758.92,508138.91,67.17,8.39,36.6,7.6,4.78,3.47,16.05,55.0,Moderate
V4,2026-11-14,111.17,35.7,Sandy,5.38,158.2,58.33,0.951,7,5553.25,529126.57,63.29,5.28,69.05,7.14,7.82,9.89,21.08,65.53,Moderate
V4,2026-06-14,147.07,26.07,Loamy,5.0,148.27,77.8,0.277,2,16375.03,522855.54,28.37,6.37,62.87,7.79,7.68,5.08,28.98,37.88,Low
V5,2026-08-13,36.84,31.06,Sandy,2.29,119.87,66.94,0.888,5,33173.21,512419.31,27.17,11.89,9.85,7.27,7.24,12.08,28.02,27.94,Low
V1,2026-11-03,50.28,8.84,Clay,1.42,128.26,42.6,0.734,4,26088.38,677658.8,77.61,3.35,51.58,7.38,7.6,12.31,29.59,75.57,High
V1,2026-08-22,165.56,6.94,Loamy,5.23,98.18,58.63,0.508,9,5820.05,648678.97,10.58,5.6,22.65,7.34,5.25,7.49,49.68,22.98,Safe
V5,2026-06-21,71.28,35.01,Clay,6.35,123.5,49.61,0.587,1,30082.18,432700.0,71.58,4.21,46.81,6.9,5.68,3.53,26.21,63.5,Moderate
V3,2026-06-01,14.35,42.05,Sandy,4.66,135.6,58.79,0.865,6,26433.62,432437.01,23.98,9.42,76.77,7.38,6.71,10.05,35.09,46.93,Low
V3,2026-11-11,39.22,40.19,Sandy,2.59,121.21,58.22,0.532,3,22550.29,528360.85,76.31,9.4,70.93,6.14,6.48,14.9,41.2,91.71,High
V3,2026-06-09,52.49,29.47,Clay,5.67,159.22,63.29,0.436,9,29249.37,429597.21,33.96,4.22,35.34,7.72,7.45,9.72,21.61,31.85,Low
V5,2026-04-06,191.89,9.49,Loamy,1.56,128.91,54.27,0.544,5,15931.52,585727.93,40.82,1.9,26.86,7.56,6.58,1.5,45.93,39.6,Low
V1,2026-08-21,118.88,35.96,Loamy,4.09,109.68,46.57,0.621,6,10088.03,443107.48,59.5,1.13,22.58,6.49,7.99,1.24,37.36,47.72,Low
V5,2026-06-29,187.22,15.88,Sandy,2.14,141.77,60.15,0.27,9,19384.75,556711.98,51.14,5.7,44.94,7.54,4.74,5.49,32.34,52.32,Moderate
V5,2026-04-23,119.28,46.0,Clay,2.29,93.64,73.21,0.911,9,20562.94,402165.98,32.26,5.51,13.57,6.03,7.16,3.74,50.49,34.4,Low
V3,2026-11-14,101.08,42.72,Clay,2.42,110.76,66.56,0.707,8,20226.44,494978.9,48.77,11.87,46.2,6.43,6.49,12.38,22.17,53.71,Moderate
V2,2026-02-21,69.61,36.92,Loamy,3.71,107.76,53.53,0.67,9,21082.36,603157.22,61.15,6.17,5.1,6.13,6.46,12.83,54.16,62.21,Moderate
V1,2026-09-25,125.21,47.7,Loamy,1.36,114.54,77.42,0.19,4,33358.56,545211.68,12.96,3.82,29.29,7.56,4.63,4.62,38.05,18.77,Safe
V3,2026-10-22,36.45,6.41,Loamy,3.78,142.54,76.49,0.644,6,31871.86,693480.85,10.78,10.8,21.5,7.51,6.93,5.56,40.46,19.99,Safe
V2,2026-04-23,180.67,38.13,Clay,4.58,118.73,48.37,0.209,5,31022.95,662231.14,42.06,6.4,77.84,7.63,7.5,4.31,53.75,64.32,Moderate
V2,2026-04-11,167.57,19.86,Loamy,4.38,143.52,41.58,0.171,5,28645.34,507721.23,19.23,7.59,59.54,6.01,4.09,13.72,50.88,47.2,Low
V4,2026-04-23,70.33,45.77,Loamy,3.68,126.12,69.65,0.575,4,33189.7,413645.96,56.5,2.05,31.22,7.0,6.13,8.04,40.08,54.72,Moderate
V1,2026-03-22,191.03,17.0,Sandy,6.87,107.37,73.1,0.463,2,6151.83,653687.89,24.98,5.21,11.96,7.41,4.96,10.19,47.66,31.43,Low
V2,2026-07-06,166.79,37.62,Loamy,2.02,144.8,78.71,0.63,6,11483.94,673370.29,40.3,11.39,43.76,6.31,7.95,6.82,31.67,46.59,Low
V3,2026-04-23,136.6,44.49,Loamy,4.54,99.06,75.59,0.18,9,18841.79,646188.22,23.84,7.48,21.01,7.3,5.39,9.83,37.37,29.61,Low
V4,2026-01-02,33.13,6.87,Clay,1.43,97.95,64.02,0.488,1,30089.1,438384.98,48.39,4.79,45.23,6.17,4.14,6.4,13.1,41.49,Low
V1,2026-05-10,100.86,22.89,Clay,1.5,120.36,61.2,0.257,7,19165.3,699374.54,18.12,7.88,67.65,6.36,4.91,5.76,14.49,26.87,Low
V5,2026-08-08,106.16,39.3,Sandy,5.02,100.87,41.11,0.988,6,26937.11,477575.27,11.62,11.01,51.18,6.95,6.27,9.88,51.47,38.02,Low
V3,2026-02-23,54.18,25.47,Loamy,4.96,80.73,49.87,0.605,3,7446.72,617261.47,13.58,4.01,52.53,7.31,3.38,9.27,12.98,18.18,Safe
V2,2026-12-09,25.19,17.03,Sandy,7.15,131.86,58.38,0.719,1,11077.24,672410.46,76.8,6.56,45.58,6.29,6.02,5.11,18.47,65.9,Moderate
V2,2026-08-12,157.58,14.89,Clay,4.91,120.89,65.14,0.393,4,26416.84,470706.13,19.96,11.55,74.54,6.37,7.66,3.09,49.79,46.67,Low
V3,2026-08-13,33.19,10.92,Sandy,7.72,115.64,62.29,0.185,9,8271.49,672477.57,59.59,2.9,74.89,6.41,7.25,6.16,10.06,55.71,Moderate
V2,2026-05-06,122.92,43.57,Clay,1.34,157.36,69.71,0.978,2,14243.39,492844.47,14.75,8.92,43.45,6.48,3.34,6.81,24.12,23.0,Safe
V4,2026-05-10,187.93,30.89,Sandy,1.69,125.7,51.19,0.358,3,11475.72,692923.97,17.57,7.76,27.93,6.45,7.97,9.8,39.2,27.1,Low
V1,2026-02-22,176.46,8.44,Sandy,1.31,149.07,62.6,0.481,2,14195.57,484378.01,45.62,8.48,39.47,6.79,6.49,13.8,39.77,56.15,Moderate
V4,2026-06-21,62.77,22.22,Loamy,2.3,91.16,43.53,0.685,2,25666.37,686030.75,42.54,4.86,18.99,7.31,3.81,1.51,48.86,42.57,Low
V2,2026-08-06,171.78,21.55,Sandy,4.79,125.54,56.55,0.122,8,14771.11,416063.4,76.61,4.45,52.73,6.88,3.06,4.41,35.3,74.99,Moderate
V5,2026-06-09,10.06,13.18,Loamy,5.52,149.44,70.01,0.829,3,20768.43,612781.6,76.14,8.53,42.51,7.55,3.86,3.71,35.47,73.38,Moderate
V1,2026-07-17,13.36,24.6,Loamy,1.32,126.65,67.74,0.583,7,6197.82,559633.34,64.57,3.37,12.75,7.44,7.19,8.03,46.27,58.62,Moderate
V1,2026-09-04,124.49,19.94,Loamy,7.62,137.44,79.63,0.35,8,28760.57,543363.12,52.15,5.62,19.82,6.25,3.11,7.02,34.93,47.91,Low
V3,2026-11-20,79.31,20.38,Loamy,6.9,109.76,51.12,0.155,3,14836.44,467048.29,41.85,3.07,40.97,6.1,4.17,11.21,40.42,49.73,Low
V3,2026-07-22,83.43,38.26,Sandy,3.08,87.4,59.93,0.246,2,23753.09,611678.74,34.93,1.09,71.57,7.76,6.79,4.39,54.89,54.33,Moderate
V5,2026-07-03,117.24,15.05,Clay,1.54,116.63,53.18,0.906,8,26212.47,457242.85,76.3,11.67,47.48,6.16,5.93,9.32,30.07,77.33,High
V1,2026-05-03,46.44,33.88,Clay,2.19,111.56,57.62,0.717,3,9709.15,565852.54,52.2,5.75,56.12,6.3,6.91,13.37,29.26,59.44,Moderate
V5,2026-09-12,50.23,30.68,Clay,1.89,149.36,74.28,0.325,7,31309.6,475973.61,50.54,11.66,30.43,6.04,6.73,13.75,10.18,45.23,Low
V3,2026-10-21,102.07,30.56,Sandy,1.86,99.52,67.37,0.159,1,22719.18,686686.41,26.23,2.54,47.86,7.26,3.25,14.42,40.67,41.81,Low
V3,2026-10-07,153.31,34.84,Loamy,4.63,157.34,75.3,0.722,6,16719.2,408589.36,13.27,7.46,38.55,7.16,7.46,11.83,11.49,15.37,Safe
V1,2026-11-21,127.7,29.68,Clay,2.72,156.65,48.14,0.615,9,8834.73,459918.48,76.16,3.21,54.43,7.97,4.14,13.68,35.21,79.79,High
V4,2026-04-08,66.5,44.57,Sandy,3.51,99.81,74.93,0.464,3,33153.63,472693.18,31.96,9.69,8.79,7.77,5.77,4.28,50.21,35.92,Low
V2,2026-07-17,91.76,35.4,Loamy,7.93,107.84,42.39,0.427,7,27162.18,524220.35,40.98,9.62,42.0,6.82,6.22,3.77,37.5,46.83,Low
V3,2026-08-28,42.43,29.61,Clay,5.79,151.64,75.54,0.295,6,9656.79,469819.07,18.02,2.24,27.2,6.74,3.84,1.09,23.48,12.33,Safe
V3,2026-05-24,24.18,42.34,Loamy,7.64,157.33,53.16,0.703,8,13806.74,547404.73,68.58,11.03,29.46,6.59,7.88,10.9,49.31,74.68,Moderate
V4,2026-04-07,158.71,32.28,Clay,2.0,115.48,52.58,0.974,3,28909.58,661739.66,11.93,3.14,77.07,6.3,5.44,14.12,23.49,31.27,Low
V4,2026-07-20,60.42,18.1,Clay,3.67,105.68,60.48,0.258,3,25261.69,613619.03,68.38,7.74,18.7,6.28,3.29,3.62,46.65,64.79,Moderate
V5,2026-05-04,43.78,14.32,Clay,4.88,122.09,77.63,0.637,4,27505.1,573988.59,19.82,11.84,28.34,6.26,7.69,9.92,40.51,32.28,Low
V5,2026-07-06,141.41,11.85,Loamy,1.54,135.02,41.91,0.482,3,17118.44,426700.95,72.06,10.71,43.24,6.23,5.93,11.45,18.5,68.05,Moderate
V2,2026-11-22,127.43,45.48,Sandy,1.03,101.88,54.09,0.502,9,25927.24,608197.63,61.08,11.52,69.73,6.48,6.5,13.99,55.26,86.8,High
V2,2026-12-15,130.31,36.96,Loamy,5.69,138.92,74.26,0.329,4,15367.8,449924.29,21.53,4.77,36.25,6.61,5.63,10.06,20.03,22.85,Safe
V1,2026-09-16,53.49,47.18,Clay,5.49,84.13,55.84,0.843,6,9760.41,635910.22,49.61,2.16,60.79,7.92,7.17,14.58,59.48,71.41,Moderate
V5,2026-05-28,54.2,32.15,Loamy,3.88,83.94,47.97,0.537,8,23245.67,475017.03,31.89,3.07,69.23,7.16,3.17,5.83,10.37,33.73,Low
V3,2026-09-09,51.95,26.3,Sandy,4.43,110.9,56.99,0.589,8,34232.45,525114.62,22.48,6.51,28.25,7.98,4.34,5.9,23.17,21.47,Safe
V5,2026-12-12,43.01,7.69,Loamy,3.91,108.28,55.42,0.374,5,12939.23,505141.06,70.14,9.73,34.46,6.74,5.35,8.6,19.99,62.32,Moderate
V3,2026-05-27,134.59,35.22,Sandy,1.17,105.25,76.62,0.264,5,17751.03,657644.17,38.25,2.65,31.74,6.92,3.38,6.37,10.7,27.18,Low
V4,2026-05-28,171.12,31.2,Sandy,3.35,119.28,70.48,0.177,6,24568.04,437963.34,37.9,8.26,67.46,6.65,6.53,1.02,46.62,53.95,Moderate
V5,2026-12-18,147.62,49.56,Loamy,2.24,105.66,60.2,0.743,7,20328.2,569693.46,21.89,4.56,8.33,6.37,4.97,11.24,44.67,26.75,Low
V4,2026-07-18,160.5,15.76,Clay,1.69,95.38,79.53,0.277,7,29989.69,442618.48,36.81,4.75,28.13,6.29,4.36,11.52,49.62,47.29,Low
V2,2026-11-04,86.91,28.88,Sandy,7.7,104.76,58.61,0.721,4,27375.77,611438.75,71.01,8.28,55.96,7.89,3.02,11.46,22.83,72.61,Moderate
V2,2026-05-08,134.27,34.29,Loamy,5.2,157.99,42.33,0.451,6,4865.51,671523.44,35.42,6.14,47.41,7.97,6.6,5.83,32.22,40.72,Low
V1,2026-02-08,77.3,34.01,Sandy,6.1,112.89,50.49,0.474,7,34949.48,530382.3,76.61,9.93,37.72,6.09,7.17,8.31,42.96,78.46,High
V5,2026-12-04,109.85,30.26,Clay,3.21,115.58,57.44,0.522,5,27076.88,546427.68,76.24,2.72,45.5,6.3,4.98,6.04,31.99,70.26,Moderate
V4,2026-12-26,101.51,39.96,Loamy,3.75,126.12,46.28,0.431,5,30644.91,678226.85,20.14,9.69,19.82,6.85,5.82,1.22,44.87,25.75,Low
V3,2026-05-09,43.61,14.22,Loamy,2.66,158.67,77.9,0.191,2,23838.33,556297.42,22.41,1.71,37.3,6.37,4.14,8.87,41.7,31.79,Low
V2,2026-09-24,83.54,37.65,Loamy,1.68,99.33,70.67,0.379,7,30401.12,546279.53,70.39,3.13,42.63,6.73,6.11,2.73,15.73,55.08,Moderate
V2,2026-05-31,193.13,32.89,Clay,2.25,134.5,50.73,0.697,6,6596.26,573498.73,37.49,8.22,72.59,6.26,3.06,2.12,49.05,58.1,Moderate
V3,2026-10-25,57.23,45.32,Sandy,6.58,137.28,63.63,0.699,1,14127.61,606768.92,10.31,10.4,24.56,6.91,5.44,11.58,46.03,27.13,Low
V4,2026-04-09,35.42,43.12,Loamy,5.74,128.59,68.86,0.358,4,31045.47,432065.01,29.17,3.78,70.09,6.54,6.22,1.13,42.79,43.57,Low
V4,2026-09-20,89.53,19.18,Sandy,4.83,87.09,77.65,0.514,3,9452.97,646333.16,51.83,4.6,53.32,6.7,7.59,14.43,17.75,52.65,Moderate
V5,2026-09-09,160.16,17.43,Sandy,4.33,134.15,75.27,0.274,3,5503.75,530651.51,65.95,6.91,6.53,6.19,4.91,8.21,23.4,50.11,Moderate
V5,2026-05-24,120.61,49.17,Clay,7.46,85.13,60.61,0.289,7,28219.81,421704.55,19.34,3.33,59.35,6.86,6.83,14.76,29.66,34.48,Low
V1,2026-12-12,139.39,28.73,Loamy,1.51,127.69,70.99,0.121,4,29735.56,635854.8,17.74,9.92,7.67,7.97,5.99,1.81,24.0,10.83,Safe
V2,2026-04-22,46.04,45.79,Sandy,2.96,139.17,62.49,0.907,8,8204.87,513084.99,74.55,9.51,79.8,6.66,7.64,9.17,21.39,80.0,High
V5,2026-03-01,127.6,12.37,Loamy,3.45,96.88,62.11,0.29,9,30339.07,430110.25,62.58,2.6,70.45,7.75,4.99,5.89,50.27,75.75,High
V4,2026-01-02,71.47,33.93,Loamy,6.48,147.33,44.59,0.305,3,24976.57,590133.71,51.28,6.1,27.3,7.69,4.6,12.81,41.91,56.25,Moderate
V3,2026-10-31,168.52,41.44,Clay,7.95,82.43,45.05,0.352,5,19642.65,664039.41,63.84,9.52,24.31,7.9,7.44,6.06,38.27,60.44,Moderate
V4,2026-09-11,129.57,47.63,Loamy,2.68,147.51,61.18,0.215,4,29568.01,666326.05,40.02,4.71,33.61,7.58,3.25,4.65,21.3,34.33,Low
V2,2026-05-20,47.78,20.18,Loamy,7.12,116.83,50.75,0.675,6,16415.98,687299.04,63.09,7.96,31.71,7.32,3.68,13.01,55.9,74.9,Moderate
V4,2026-02-06,22.28,37.62,Sandy,6.81,97.41,40.84,0.168,4,9207.81,660311.64,36.03,1.55,32.93,7.71,3.41,6.25,19.56,29.19,Low
V1,2026-06-09,18.1,29.25,Clay,2.57,90.7,68.91,0.221,8,12115.29,400642.28,27.09,7.7,28.87,6.15,7.22,1.24,49.75,34.58,Low
V2,2026-01-09,80.57,7.73,Loamy,3.8,156.26,41.3,0.68,3,19165.25,514072.35,61.03,2.68,51.59,6.93,3.05,6.46,58.33,73.45,Moderate
V3,2026-08-21,60.51,36.05,Sandy,3.87,85.81,63.81,0.406,5,20002.59,645562.77,39.38,10.14,17.32,7.98,7.31,10.16,46.35,45.99,Low
V1,2026-04-09,132.76,36.05,Clay,7.85,95.93,61.57,0.737,1,28778.59,509875.9,78.7,4.91,68.45,7.54,5.26,4.56,59.64,92.55,High
V2,2026-05-27,104.87,46.88,Clay,2.27,107.83,78.75,0.602,6,28323.29,580464.55,34.46,4.1,65.93,7.92,3.02,7.05,42.55,51.16,Moderate
V3,2026-10-31,60.54,27.38,Sandy,6.59,129.62,59.37,0.33,5,21603.73,581895.08,74.52,10.25,40.74,7.56,5.01,1.79,20.87,64.28,Moderate
V1,2026-07-27,38.36,15.36,Sandy,3.34,123.58,42.54,0.686,8,27985.14,509507.59,75.31,1.55,68.95,7.75,3.93,9.23,20.19,72.9,Moderate
V1,2026-05-11,34.17,7.01,Sandy,6.12,90.05,62.07,0.205,9,9136.75,671342.18,26.93,5.36,23.54,7.41,6.12,11.59,26.23,27.16,Low
V2,2026-06-01,174.29,23.7,Sandy,3.94,103.18,73.64,0.583,8,4602.06,550968.5,65.88,5.07,6.32,7.52,6.4,6.79,10.36,41.42,Low
V5,2026-02-23,56.26,18.59,Sandy,5.05,99.1,79.87,0.493,8,30956.28,539435.26,40.32,4.13,51.44,7.05,5.44,6.88,44.08,51.08,Moderate
V1,2026-04-30,133.83,39.25,Loamy,6.83,97.08,57.21,0.341,3,5417.74,699254.12,74.23,11.03,39.34,7.85,3.2,2.24,23.43,66.15,Moderate
V1,2026-06-10,164.03,20.94,Loamy,6.63,112.89,52.81,0.644,4,10894.03,548050.11,41.51,9.26,47.54,7.65,6.28,3.83,50.76,54.94,Moderate
V3,2026-04-26,126.68,47.71,Clay,7.06,136.32,76.27,0.884,4,25250.21,453519.48,62.1,1.7,72.45,7.69,7.21,3.17,27.96,62.65,Moderate
V4,2026-03-16,173.32,48.3,Loamy,1.42,97.4,47.65,0.999,5,16102.33,553920.83,42.69,8.86,77.74,7.35,6.6,7.74,34.0,59.51,Moderate
V2,2026-04-23,84.55,32.94,Loamy,5.84,109.33,64.62,0.647,9,31042.05,644205.02,25.95,6.8,52.58,6.61,7.15,8.41,58.28,48.97,Low
V2,2026-04-14,191.68,46.79,Loamy,1.98,111.27,56.23,0.464,9,12535.35,633058.1,23.95,10.91,62.3,6.07,4.0,14.29,22.11,40.76,Low
V5,2026-12-06,35.3,39.24,Sandy,3.91,158.12,41.64,0.303,1,3379.88,636574.53,39.78,4.44,11.29,7.87,7.44,2.03,46.06,35.66,Low
V5,2026-09-11,29.41,29.61,Clay,4.84,156.37,53.89,0.331,8,12620.98,612407.14,62.88,7.32,17.05,7.17,4.61,9.4,47.76,63.45,Moderate
V2,2026-08-15,135.15,13.11,Clay,3.82,144.01,50.61,0.532,1,21498.4,476265.35,52.36,6.51,59.99,6.6,3.07,8.37,21.05,55.5,Moderate
V5,2026-04-22,189.14,25.64,Clay,4.64,99.33,67.44,0.431,2,15030.03,658625.23,58.2,6.39,37.35,6.3,7.22,8.23,35.05,58.08,Moderate
V3,2026-04-09,163.69,30.24,Clay,7.98,85.44,77.95,0.922,7,20115.93,668033.04,29.76,6.02,38.45,7.66,7.71,13.22,27.51,35.52,Low
V2,2026-06-02,24.52,43.88,Loamy,1.95,105.35,50.72,0.431,8,31051.14,458245.81,43.7,3.26,28.15,7.67,6.28,3.88,48.6,45.91,Low
V5,2026-12-15,63.08,26.66,Loamy,5.73,101.34,72.46,0.436,1,32199.52,439136.69,13.11,9.31,50.55,7.63,4.16,1.57,41.12,28.59,Low
V2,2026-12-04,186.76,45.4,Sandy,3.77,120.47,42.21,0.445,3,11511.17,692681.49,67.23,5.96,18.89,7.29,4.26,10.41,33.8,60.78,Moderate
V4,2026-07-13,58.08,35.35,Clay,1.93,142.22,61.52,0.853,7,17788.5,660497.19,79.29,11.54,52.02,6.73,5.33,5.83,48.97,87.82,High
V1,2026-11-06,158.42,11.16,Loamy,2.11,148.67,42.82,0.686,9,20572.61,667970.84,38.48,3.87,18.03,6.61,7.49,1.25,21.76,24.55,Safe
V2,2026-06-12,166.78,49.77,Loamy,7.64,147.59,77.36,0.653,8,33371.6,665912.92,10.77,8.51,9.79,6.02,3.75,4.52,47.68,18.62,Safe
V1,2026-07-27,104.14,28.73,Sandy,7.16,108.77,70.65,0.401,8,34955.75,562506.05,21.89,11.35,29.78,7.67,7.13,5.33,53.27,37.31,Low
V5,2026-06-18,83.41,22.63,Sandy,7.35,134.98,66.32,0.836,9,10533.03,593920.52,55.68,8.3,22.34,6.17,4.46,9.64,53.93,63.18,Moderate
V1,2026-06-10,95.52,34.66,Sandy,7.94,105.03,72.96,0.135,3,26263.36,563608.86,52.85,10.58,71.67,7.26,7.04,3.42,49.18,70.85,Moderate
V2,2026-03-09,53.12,9.9,Loamy,2.46,84.87,65.9,0.884,8,15096.99,415361.9,65.15,10.1,9.12,7.01,7.6,6.78,30.4,53.82,Moderate
V4,2026-10-16,178.98,33.64,Loamy,3.49,136.13,78.76,0.561,1,3259.46,623650.93,27.77,4.96,18.25,7.05,5.14,7.75,59.09,39.16,Low
V5,2026-10-04,95.62,27.42,Sandy,5.68,80.79,68.56,0.458,8,3296.08,551599.61,63.45,7.6,46.15,7.85,4.83,7.43,28.98,63.06,Moderate
V2,2026-10-31,177.67,23.3,Clay,4.39,112.73,76.99,0.547,7,17738.11,594312.72,58.16,2.72,41.08,6.06,7.01,14.64,41.93,64.18,Moderate
V5,2026-05-15,30.08,47.89,Sandy,3.93,106.35,60.69,0.701,8,18626.72,550791.94,32.6,6.89,8.44,7.55,5.65,1.64,18.05,17.96,Safe
V3,2026-07-14,197.77,28.51,Sandy,3.5,135.47,44.68,0.111,1,3722.23,547543.4,48.18,3.53,5.54,6.1,6.42,14.31,59.02,53.83,Moderate
V1,2026-05-08,94.22,14.86,Sandy,5.16,141.3,61.13,0.884,6,24981.68,451536.73,20.31,9.18,79.11,6.08,6.11,9.15,45.2,49.0,Low
V3,2026-02-02,19.09,25.65,Sandy,5.03,104.33,45.07,0.502,7,12408.11,483614.11,41.68,6.81,54.41,6.86,3.76,12.14,47.67,60.19,Moderate
V2,2026-06-25,17.22,46.37,Loamy,2.13,144.93,63.7,0.409,5,20916.58,447655.81,71.68,5.52,32.41,6.13,7.22,7.03,13.29,55.58,Moderate
V4,2026-01-22,151.78,12.92,Clay,4.3,103.51,59.3,0.224,5,12629.41,458699.89,39.48,3.96,40.28,7.58,3.98,7.35,48.17,49.5,Low
V5,2026-08-26,135.22,14.63,Sandy,4.87,115.71,64.9,0.496,7,8348.3,691893.21,68.77,11.99,24.99,7.06,7.66,13.31,48.74,75.34,High
V1,2026-06-07,162.4,5.59,Clay,4.99,138.16,40.4,0.547,3,16029.56,445934.03,51.32,1.79,30.87,6.06,4.25,13.54,43.59,56.06,Moderate
V5,2026-02-07,30.02,5.64,Clay,2.47,135.43,47.79,0.463,6,10432.75,480781.13,23.43,1.48,53.68,6.08,6.67,4.34,24.6,25.95,Low
V2,2026-08-18,16.76,42.32,Clay,6.2,158.99,59.65,0.711,7,20113.63,577176.9,50.68,3.39,71.21,7.23,4.42,3.79,34.48,58.74,Moderate
V5,2026-12-31,106.63,37.95,Sandy,1.18,98.01,78.02,0.479,1,9362.51,583053.57,45.42,11.68,18.81,7.61,4.59,7.95,15.52,37.2,Low
V1,2026-02-20,83.64,20.98,Loamy,3.48,132.99,55.34,0.965,2,19268.99,446192.24,37.9,11.77,68.03,6.88,4.55,13.6,33.58,58.67,Moderate
V2,2026-09-21,97.77,36.42,Sandy,6.46,128.77,56.97,0.639,4,8036.11,638115.23,18.37,8.2,14.12,7.11,6.74,5.51,22.19,13.48,Safe
